direction,continuous_down_in,maturity_bucket,di_position_bucket,worst_performance,performance_1,initial_fixing_1,performance_2,initial_fixing_2,performance_3,initial_fixing_3,months_to_expiry,years_to_expiry,down_in_barrier,autocall_bucket,autocall_barrier,di_relative_gap,di_log_distance,autocall_log_distance
down,True,1,1,0.6722764282423722,0.7101776646996965,1.4080983529985514,0.6722764282423722,1.487483359507996,0.7184987294539051,1.3917909093034164,4.870608976948455,0.40588408141237126,0.5633264322002629,1,0.978223673364095,0.16206130613109962,0.17681033885055042,-0.37506874126466416
down,False,0,3,0.5729288636859361,0.63330705704427,1.5790128798929475,0.5729288636859361,1.7454173866656029,0.6253109150858748,1.5992044531361949,2.3518505045294456,0.19598754204412047,0.5599589170252319,3,1.0582312138163412,0.022637970405718532,0.02289814327978633,-0.6135925652580587
down,True,2,4,0.929229801206522,0.929229801206522,1.076160061484887,0.9846154965267587,1.0156248845640865,0.9986981591114977,1.0013035378874238,8.920216656274825,0.743351388022902,0.8889683440281773,1,0.9608504355991095,0.04332777223251861,0.044294445916108066,-0.03346269044722583
down,False,3,4,0.8199273312507219,0.92248740288982,1.0840256429164896,0.8426896999084681,1.1866764244402404,0.8199273312507219,1.2196202783905181,19.854319483693732,1.6545266236411444,0.8097138982064573,4,1.0873865991015346,0.01245651005276889,0.012534742723720155,-0.2823167649320753
up,False,3,1,1.7950798090321314,1.8260288125277215,0.5476364847801758,1.86439000566522,0.5363684620499759,1.7950798090321314,0.5570782953317148,14.709093020205461,1.2257577516837885,0.7522130971777421,4,1.0780443981808026,0.5809584100980338,0.8697851040767111,0.5099008254730086
up,False,0,4,1.533667465883524,1.533667465883524,0.6520318271366043,1.7010070661514167,0.5878870346273941,1.6620275187333486,0.601674754917483,2.7633312682106785,0.2302776056842232,0.8988615670646332,0,0.9197377110046254,0.41391365008397585,0.5342881454552754,0.5113286499411391
up,True,1,4,1.634542817551399,1.689498816485177,0.5918915066660976,1.634542817551399,0.6117918657512039,1.6585482374479654,0.6029369405249955,3.5031108007160996,0.29192590005967495,0.8974130400285987,1,0.9623158455734558,0.4509700018914438,0.599602197601901,0.5297757033552017
down,True,4,2,0.9964154445876426,1.0274379075604534,0.9732948265208533,0.9964154445876426,1.0035974506736403,1.0361710168518967,0.9650916535363131,32.659925050773666,2.7216604208978055,0.8336094130158156,2,1.0176671981882612,0.1633917182397778,0.1783993207160535,-0.02110394270408658
up,True,2,0,1.9289874072440116,1.9289874072440116,0.5184067020057549,1.9330674041566762,0.5173125354292868,1.9411365051677203,0.5151621214364813,6.482130901704356,0.5401775751420297,0.6602097938935398,4,1.082503605101901,0.6577428181157509,1.0721928307116162,0.5777186945386606
down,True,3,0,0.7164759853314495,0.7164759853314495,1.3957201922649078,0.7563230842702743,1.3221862730328182,0.8343833949125847,1.1984898142714913,13.197320937187166,1.0997767447655973,0.5124843709423145,1,0.9575420081420463,0.2847152152556325,0.3350745152468816,-0.2900248627535008
down,True,1,3,0.529604569965335,0.593266966312212,1.6855817983867674,0.529604569965335,1.8882012292028645,0.5707036824235894,1.7522227923137477,3.7098731931248836,0.3091560994270736,0.524649173463638,2,1.0021310944291992,0.009356785765691778,0.009400835476757803,-0.6377534721764307
up,True,3,4,1.813895441822044,1.8514757624338527,0.5401096899510327,1.9330686878770929,0.517312191890194,1.813895441822044,0.5512996928839006,16.150688624264518,1.34589071868871,0.8952139190523791,4,1.080361006192388,0.5064688413610304,0.7061692840288383,0.518181460187853
down,False,4,1,0.788042454157433,0.788042454157433,1.2689671663301312,0.821068373807516,1.217925366389074,0.8431909779790235,1.1859709438504897,30.574820890658234,2.5479017408881863,0.6334659467159973,2,1.0152939582088747,0.19615251262916708,0.2183457201218699,-0.25338149930380593
up,True,3,3,1.1778564027341285,1.2185205208744634,0.8206673444304052,1.1778564027341285,0.8489999270528437,1.2179776818829549,0.8210331066608969,14.150567137932873,1.1792139281610727,0.8605440679967866,3,1.0410689748053035,0.2693981490449708,0.31388663115163584,0.1234481329358571
down,True,2,1,0.6503003191832606,0.6723163989826654,1.4873949252363594,0.6503003191832606,1.537751052092273,0.7106889290356114,1.4070853775040186,9.276873788103895,0.7730728156753246,0.568108301983157,1,0.9713440049697903,0.12639086092304552,0.1351222126486037,-0.40124639891230074
up,False,2,3,1.5131060546543806,1.5436310961994264,0.6478231764455249,1.6850969092040164,0.5934376797785278,1.5131060546543806,0.6608922070756086,9.23358136127807,0.7694651134398391,0.8616782631898892,3,1.044707454738045,0.4305235508513571,0.5630378505081157,0.3704276293522615
up,False,3,2,1.2692929943370255,1.4708636010594813,0.679872694707849,1.3065290936642426,0.7653867065412507,1.2692929943370255,0.7878401633519753,16.829302973061864,1.402441914421822,0.8396914784535376,2,1.0149258524850995,0.3384573284499033,0.4131807902512482,0.22364448999803954
down,False,0,2,0.5775216676394209,0.5851575010398784,1.7089416067006038,0.5775216676394209,1.7315367648237847,0.6387791719376612,1.5654862336331632,2.710436916497996,0.22586974304149965,0.5456717786654388,0,0.9397005587738257,0.05514925371400572,0.05672830440039992,-0.4868153086048157
down,False,0,0,0.5090256948713671,0.5090256948713671,1.9645373702651774,0.5921011552148727,1.6889006062437106,0.5712540199201185,1.7505347273351974,1.3446463387940062,0.11205386156616719,0.4586926152045948,1,0.9565771987038374,0.09888121596590843,0.104118194287465,-0.6308629988339723
down,False,0,4,0.8430595207557656,0.8430595207557656,1.1861558708257565,0.8958157353703963,1.1163009986496009,0.8991540007858626,1.1121565372850455,2.632755675281774,0.21939630627348117,0.834296681063959,4,1.070072159249178,0.010394093745541335,0.010448489596630132,-0.2384438023446054
down,False,3,3,0.6671015439172767,0.7547596090957132,1.3249251655081442,0.6671015439172767,1.4990221640440455,0.7127835565558004,1.4029504339747136,17.205751316812766,1.433812609734397,0.6491679270640598,3,1.0511788750421445,0.026882889144446004,0.027250843447361624,-0.45472527740347485
up,True,2,1,1.7838997089066972,1.850757567395556,0.5403192820155431,1.7838997089066972,0.5605696301239224,1.8969265593429216,0.5271685374822266,11.761689987185541,0.9801408322654618,0.6847300721404477,4,1.0774687359032566,0.6161611167255026,0.9575323892465443,0.5041872884252323
down,True,4,4,0.7593148168987073,0.8006318049822394,1.2490135837436327,0.8474274228250338,1.1800420579574133,0.7593148168987073,1.3169768029607674,34.789615745467756,2.8991346454556464,0.7505892092893808,4,1.07037059088595,0.011491422813220962,0.011557959437153568,-0.34334374419272035
up,False,1,1,1.6641566125970966,1.6977211455780163,0.589024883506139,1.6822650961734442,0.5944366332480208,1.6641566125970966,0.6009049823978957,4.214009481563354,0.3511674567969462,0.7446926486056025,0,0.9097322076806378,0.5525104770978081,0.8041021540503724,0.6039234561707948
down,True,3,2,0.7236484758385862,0.7236484758385862,1.3818864177681978,0.7970994810747931,1.2545485522730737,0.8295416211944323,1.205485022632294,23.25406378907693,1.9378386490897441,0.6713990277848632,3,1.0223121270100193,0.0722028026013248,0.07494210736459907,-0.34551638830152137
down,True,1,3,0.9183856255539337,0.9736149718538396,1.027100064100207,0.9183856255539337,1.0888672167498699,1.0302460060704777,0.970641957462334,4.261564342343421,0.35513036186195174,0.8809553144836324,2,0.990794973220372,0.040756638637200776,0.04161047053286798,-0.07589025032220617
down,False,0,4,0.6132043304106479,0.7101575820695348,1.408138172778229,0.6132043304106479,1.6307777854900738,0.6231629309774324,1.6047167607217874,2.100594314158085,0.1750495261798404,0.6096351224172696,0,0.9170362080977789,0.005820585107395004,0.005837590733461145,-0.40244874790156604
down,True,3,3,0.642446405519964,0.642446405519964,1.5565500739172944,0.6981650947324326,1.4323259749661987,0.7231439001452624,1.3828506329087804,12.99322617517814,1.0827688479315116,0.6318433168167825,3,1.026189386317268,0.016504238504688785,0.016641950775617982,-0.46832419799351227
down,False,2,0,0.6774582679361603,0.7795981843825598,1.2827120688999527,0.6774582679361603,1.4761056840393219,0.7814935466392621,1.2796010975399656,9.040929010334084,0.7534107508611737,0.4996735431674632,1,0.9638011764902629,0.26242904276644013,0.3043929821983078,-0.3525370711698489
down,True,0,2,0.6972324718979388,0.7012438670269571,1.4260374272357925,0.6972324718979388,1.434241863804617,0.714993352700905,1.3986144014101325,1.3753939099163919,0.11461615915969932,0.6642353582359266,4,1.0775912871774422,0.047325841798777156,0.04848234543919478,-0.43536465238180466
up,False,2,4,1.5558797644494209,1.6567106216201404,0.6036057154158123,1.847616172483866,0.5412379556386094,1.5558797644494209,0.6427231864885588,10.475152989704478,0.8729294158087065,0.8879680423933861,3,1.0549541830165452,0.4292823502929153,0.5608606754991045,0.3885438130011544
up,True,0,2,1.1132038561682402,1.2507624558909949,0.7995123256938813,1.1132038561682402,0.8983080632168313,1.1427102106048221,0.8751125094705442,1.792439854076205,0.14936998783968375,0.7940513930298759,0,0.9085594507447943,0.2866972310327052,0.337849307794429,0.2031371696353247
up,False,3,2,1.1444073498708807,1.2149698923645271,0.8230656630131294,1.1444073498708807,0.873814730491574,1.2421079788058165,0.8050829855882714,21.54390718249485,1.7953255985412373,0.8470309463475167,0,0.925248647299867,0.2598518818993218,0.30090495321766964,0.21257967434021674
down,False,2,4,0.5957363985671337,0.5974823463164606,1.6736896180533227,0.5957363985671337,1.6785947650759663,0.6361880948535483,1.5718621710929719,10.548485572507241,0.8790404643756035,0.5922654317164842,1,0.9681630693056635,0.005826346785252489,0.005843386160792366,-0.48560224816981745
up,False,3,0,1.0709368368287395,1.0709368368287395,0.9337618854919606,1.0894894505590194,0.9178611132828297,1.1699744524149596,0.8547195179654452,17.522534058565213,1.4602111715471011,0.49490565765246075,3,1.039749009688622,0.5378759599697994,0.7719219390221689,0.0295544666539393
up,False,0,3,1.3145652446256442,1.5373125065410196,0.6504858288377668,1.428846359886921,0.6998653095768393,1.3145652446256442,0.7607077732264064,2.8570869476052216,0.2380905789671018,0.856208320031163,4,1.0681472864874895,0.3486756754511717,0.4287475664397508,0.20758035878777653
up,False,2,1,1.090011564139188,1.251421679447833,0.7990911588180507,1.090011564139188,0.9174214594592189,1.124810088070562,0.8890389680940234,6.94910028920665,0.5790916907672209,0.7847245875091682,4,1.067855310877671,0.2800768236538053,0.32861077218400875,0.020536050832876906
down,True,2,2,0.7089415359483874,0.7747307320777482,1.2907710493400755,0.7248118579979257,1.379668377338912,0.7089415359483874,1.410553549612873,10.31339893863548,0.8594499115529567,0.6608051591084758,1,0.9640831378977754,0.06789893721704014,0.07031403371295072,-0.30740447026762074
down,True,0,0,0.8900878235845727,0.8900878235845727,1.123484642192708,0.9562463950707615,1.0457555763397162,0.998562967263938,1.0014391007709804,1.83116706823731,0.1525972556864425,0.49189270894160025,3,1.0457001132399062,0.44736609589754434,0.5930595145883226,-0.16112176885281754
up,False,0,1,1.297066046392589,1.297066046392589,0.7709707634250457,1.3570949405152586,0.7368681218576516,1.395960312331853,0.7163527438180322,1.0429419609636021,0.08691183008030018,0.727789245025235,2,1.009113048600014,0.43889577015035697,0.5778485977584494,0.2510330511351752
up,False,1,3,1.1079492473420378,1.1079492473420378,0.9025684185435323,1.1216941956999031,0.8915085803542295,1.2983166969764577,0.7702280979123332,5.97363588283945,0.49780299023662083,0.8747784307762533,3,1.048318368403592,0.2104526151582842,0.2362954282886162,0.05532345521832156
down,True,4,4,0.5525963806980067,0.6815526843552825,1.4672380036855903,0.577222572295148,1.7324339830020987,0.5525963806980067,1.809639069182574,31.925726649350793,2.660477220779233,0.5510852774144681,3,1.0516984147888973,0.002734551539461414,0.002738297255650139,-0.6435338113598779
down,False,0,3,0.7311114970352867,0.737088009764784,1.3566900922986325,0.7311114970352867,1.3677804330188719,0.8010519060590069,1.2483585550901095,2.011128515127562,0.16759404292729685,0.716142794075123,4,1.096134042498112,0.020473899016583457,0.020686394700489077,-0.4049787867362897
up,True,3,1,1.6847330625386954,1.6847330625386954,0.5935658427057383,1.791344539599079,0.5582399018693579,1.7520373493072239,0.5707640881031513,17.377999452603643,1.4481666210503035,0.704759099700198,2,1.0005664543249715,0.5816790710819145,0.8715063685126317,0.521040837445952
down,True,0,2,0.9026416234823011,1.0963678358606026,0.9121026422806741,0.9223047364809734,1.0842403388444806,0.9026416234823011,1.1078593917950514,2.345379337337045,0.1954482781114204,0.7876085541402785,2,0.9815641953744687,0.12744046623757116,0.13632439369475652,-0.0838218155296403
up,True,4,4,1.265152356451341,1.2867901607216687,0.7771274839707909,1.346946708784499,0.7424198696787433,1.265152356451341,0.790418636064455,34.2883679164006,2.8573639930333834,0.8982722471109312,0,0.9326561743753635,0.28998887562402476,0.3424746409343434,0.30491121707400204
up,False,1,2,1.1346867369318945,1.1346867369318945,0.8813005100455505,1.1482636794227248,0.8708801104836282,1.2472055296700246,0.8017924682105697,4.3693331630249395,0.36411109691874494,0.8290027761990214,0,0.9145652145694828,0.26939943050662507,0.3138883851340224,0.215663112106523
up,False,4,3,1.053477601486932,1.053477601486932,0.9492370778349241,1.0649444555655254,0.9390161099706956,1.214301061443326,0.8235190034433417,30.56285098986322,2.5469042491552685,0.8837535112109229,1,0.979570976100318,0.16110839949178973,0.17567378168661715,0.07273727564944447
up,False,1,2,1.4111460142018077,1.4111460142018077,0.7086438893891743,1.6778698393236806,0.595993787219563,1.4494644275430253,0.6899099977880047,5.518578546641024,0.45988154555341865,0.8205966647705581,1,0.9679848279230195,0.4184891878572073,0.5421257136575092,0.37694101575779315
down,True,4,0,0.6165530007918711,0.6888127563864838,1.4517733458451125,0.6165530007918711,1.6219205789537119,0.6813094872206812,1.4677617422874556,25.62571939720893,2.1354766164340773,0.4752932370553721,4,1.0726489126820393,0.22911211778236712,0.2602123346472978,-0.5537421981130207
up,False,2,3,1.6522562622386738,1.8167762582816238,0.5504255108143246,1.8001412625152449,0.5555119594352009,1.6522562622386738,0.6052329913067364,7.932344125776751,0.6610286771480626,0.857680430001998,1,0.944192084280884,0.48090350776464286,0.6556654935685157,0.5595674399136493
up,True,2,1,1.0331374884804725,1.0943307071188695,0.9138005481293481,1.0331374884804725,0.9679253837461549,1.0510010722609358,0.9514738151967618,7.172004682703559,0.5976670568919632,0.7120088293080221,4,1.0629416901999345,0.3108285806613822,0.3722652445170001,-0.028439966273630383
up,False,0,1,1.636219373756361,1.7022782436440143,0.5874480295649734,1.7643544822854742,0.5667795276064026,1.636219373756361,0.6111649917114987,2.3333062865703917,0.19444219054753265,0.6796068931877854,3,1.0420264090932203,0.5846480587578097,0.8786290669576708,0.45122103309998757
up,True,3,0,1.288762595161748,1.448666477476995,0.6902900119160658,1.288762595161748,0.7759381004338456,1.4148823490908835,0.7067725458887367,17.148469712775128,1.4290391427312608,0.5305020217232839,2,1.0141897920833953,0.5883632689877204,0.8876140394210593,0.23959247012823584
down,False,1,0,0.8700730617971298,0.8913938472681093,1.1218385712047938,0.9527402939098,1.0496039753879396,0.8700730617971298,1.1493287677870487,5.012195417933977,0.41768295149449813,0.4807752720691093,4,1.0951461474499689,0.4474311489703275,0.5931772361060373,-0.23006591413563565
up,True,0,1,1.9086140757415777,1.9086140757415777,0.5239403883215403,1.944915018533291,0.514161282354704,1.9236857644982048,0.5198354213848699,1.8961001466435874,0.15800834555363227,0.7513259503336872,1,0.9781177140679806,0.6063499898261177,0.932293063506666,0.6685026180352668
up,False,4,1,1.2284561678158354,1.2284561678158354,0.8140298581250768,1.4268728123266083,0.7008333127950174,1.3438340670427467,0.7441394920137789,30.56269992317754,2.546891660264795,0.7744977851484576,0,0.9273118242625189,0.3695356778374149,0.4612987117562213,0.2812236228856149
up,True,1,2,1.2394408372962689,1.3753066257234663,0.7271105812305383,1.3790483677665923,0.7251377278517999,1.2394408372962689,0.8068154363716239,5.641246186163654,0.47010384884697115,0.797405921519029,2,1.0081984201255894,0.35664059346430776,0.44105175827874243,0.20649534460932367
down,True,1,0,0.5190231090869158,0.5190231090869158,1.9266964851704504,0.6096540600758783,1.640274485952802,0.5531548579328167,1.8078120180252575,3.9542794876086598,0.329523290634055,0.47076074026193854,0,0.9104713179980832,0.0929869363810837,0.097598425862768,-0.5620139889428503
up,False,0,0,1.9458050374946356,1.9535689513300374,0.5118836472698727,1.9458050374946356,0.5139261029396718,1.9805448198863949,0.504911572795086,1.5089291315724465,0.12574409429770386,0.4813720578208157,2,0.9804113830613107,0.7526103342600978,1.3967905913598144,0.6854588092284587
up,True,1,1,1.8480141928739278,1.8846969205912927,0.5305892894897215,1.8732201061673686,0.533840095303062,1.8480141928739278,0.541121385244805,4.879472416733049,0.40662270139442075,0.6873881309943324,4,1.0847228186442237,0.6280395823555094,0.9889678345517938,0.532787165648686
up,True,4,1,1.7119357305622596,1.7119357305622596,0.5841340782527887,1.799968792995392,0.5555651875140927,1.74105679025551,0.5743638034077247,29.97811908178524,2.4981765901487702,0.7254514341454151,0,0.9313404520180043,0.5762390951983043,0.8585858865732923,0.6087551207768451
down,True,0,3,0.7209866609035588,0.7427472854614483,1.3463529515004928,0.7710810459372373,1.2968805357995996,0.7209866609035588,1.3869882124404003,1.9703227227104823,0.16419356022587353,0.7097888310297437,1,0.9408931960806679,0.01553125803989455,0.015653131574494664,-0.2662089964115276
up,True,4,1,1.2754059743182358,1.3075527123709043,0.7647875229341706,1.371456019670873,0.7291520731667237,1.2754059743182358,0.7840640706850592,35.5619314158974,2.9634942846581165,0.7350282025627932,2,0.9823862049411912,0.4236907954302941,0.5511109488299906,0.2610353030476887
down,True,0,4,0.7011593648386096,0.7736087020030084,1.2926431636702442,0.771859291035259,1.2955729258097632,0.7011593648386096,1.4262092901378796,1.4356861622661647,0.1196405135221804,0.6940151171926268,2,0.9883198373305168,0.010189192363746448,0.010241457513806188,-0.343271166873978
up,False,0,3,1.1885339273241085,1.1885339273241085,0.8413727004423189,1.3198340827724697,0.7576709929322177,1.277348213139957,0.782871882320809,2.85389893360418,0.23782491113368165,0.8611691679228899,4,1.0711605941721472,0.2754357716470533,0.32218486917981276,0.10397782565214035
down,False,3,4,0.8352725635904948,0.8792006712165324,1.1373967658786246,0.9665730844819379,1.0345829157202098,0.8352725635904948,1.197213991683636,15.929589953095695,1.3274658294246413,0.8235928002719723,3,1.0367537567006888,0.013983176064488428,0.014081861710149352,-0.21609162760769696
up,False,2,2,1.355916996360782,1.4978803567984424,0.6676100634214819,1.355916996360782,0.7375082712909075,1.5984295484974778,0.6256140603381607,8.868885389136732,0.739073782428061,0.8084545998142019,2,0.9855187395837149,0.4037580456738456,0.5171087306632413,0.31906511278585226
down,False,0,1,0.7057540630960474,0.7496377239895794,1.3339776908210943,0.7556384548025603,1.3233842105895584,0.7057540630960474,1.4169241840608549,1.586137727833131,0.13217814398609426,0.5931927071017162,2,0.9848441234410151,0.15949090749905107,0.17374750822535476,-0.33321655408627404
down,False,2,2,0.7748400067640955,0.7748400067640955,1.29058901356452,0.8453864447966263,1.1828909798057727,0.80823405779988,1.2372653569216474,11.023910006850393,0.9186591672375327,0.7046108848497414,4,1.088560095763368,0.0906369331749486,0.09501085110007502,-0.33995452369907736
up,True,0,2,1.0035361324700443,1.0035361324700443,0.9964763277019826,1.160577451779849,0.8616400382985304,1.145092941225772,0.8732915591371506,1.7761936421305649,0.14801613684421375,0.8035463765809554,3,1.0264358215830602,0.1992850575263752,0.22225027231468905,-0.022562538874096812
up,True,3,3,1.5387800769819089,1.785937385439397,0.5599300446661339,1.5387800769819089,0.6498654453346921,1.6789864487589619,0.5955974217297341,12.859137060870442,1.0715947550725369,0.8686047843324354,1,0.9486354308787459,0.4355237650099577,0.5718569954990916,0.483720660229988
down,True,0,0,0.5399734089106835,0.665005288034449,1.5037474407995945,0.5399734089106835,1.8519430466351152,0.5842974803160355,1.7114569781459932,1.5718952735232838,0.13099127279360698,0.45279103884743604,1,0.9735871130496795,0.16145678402780048,0.1760891594260048,-0.5894674096068094
up,False,3,1,1.3578389369907713,1.3578389369907713,0.7364643719940671,1.647821221765634,0.6068619500654955,1.4502278771730854,0.6895468055332724,21.00496185435341,1.7504134878627842,0.7660178615612331,4,1.0654206015684602,0.4358551366490683,0.5724442105513703,0.24252476675617624
up,False,0,0,1.6077516272694685,1.7762130756540633,0.5629955176586938,1.6077516272694685,0.6219866197233176,1.7546115406608538,0.5699267198615152,1.2049522455856412,0.10041268713213676,0.6187072626114576,2,1.0073957893608791,0.6151723611300325,0.9549597361848368,0.467468123561778
down,True,1,4,0.6518628644311089,0.6518628644311089,1.534064992140204,0.6664359433821736,1.500519307114474,0.6874936799235145,1.4545588260698668,4.763626001294888,0.3969688334412407,0.6497995722935516,0,0.9076799485172362,0.003165224236784774,0.003170244154595087,-0.3310576276822564
up,True,0,0,1.5953289876187318,1.6770372680683774,0.5962896705043452,1.5953289876187318,0.6268299565550114,1.6923590806901945,0.590891147989805,2.9686070656546986,0.24738392213789154,0.5122529404708898,1,0.941791230058058,0.6789045115794553,1.136016728372967,0.5270516299079094
up,True,2,4,1.0847253536179657,1.1185419558522758,0.8940210018658151,1.0988467404049895,0.9100450164974246,1.0847253536179657,0.9218923450665416,7.35349105983969,0.6127909216533075,0.8989317206651689,1,0.9709642924656687,0.17128172798128613,0.1878750223552363,0.11079240999025243
up,True,0,4,1.0182517835930758,1.1727727784570083,0.8526800914629672,1.0182517835930758,0.9820753728231428,1.0637663808497793,0.9400560292205887,1.780766270559454,0.14839718921328784,0.8889869522875433,3,1.056957234965086,0.12694780739730144,0.13575993958860075,-0.03730702802004304
up,True,0,4,1.3217532847811893,1.4631358815979083,0.6834635200852897,1.3217532847811893,0.7565708453416446,1.3378981316159084,0.7474410617437695,2.0917190655857976,0.1743099221321498,0.8992034646670465,3,1.0503685526022168,0.3196888746027169,0.38520504810133566,0.22981799624541685
up,True,4,0,1.379252882193846,1.379252882193846,0.7250302050552148,1.5582498812502248,0.6417455967958577,1.4440390939498802,0.6925020272579324,33.632749207451745,2.802729100620979,0.49299933904519916,3,1.0468737591889155,0.6425605881199739,1.0287894084696365,0.27573361207196917
up,True,1,4,1.0211079798073557,1.1544720026251025,0.8661968395302307,1.0211079798073557,0.9793283568194835,1.2062958821391252,0.8289840119711753,3.281575942541229,0.27346466187843577,0.8979643127911445,1,0.9620605580090562,0.1205980850717117,0.12851324469823897,0.05956617264585857
down,False,3,3,0.5230543064433866,0.5230543064433866,1.911847369730501,0.5399242871130684,1.8521115346503847,0.555407607001417,1.8004794810047473,18.567160404733556,1.5472633670611298,0.517102990283197,3,1.0443723531495246,0.011378008147293155,0.011443232905858065,-0.6914860698732718
down,True,3,3,0.5451711306399786,0.6376324613795963,1.5683015852680664,0.5482458119493056,1.823999341544385,0.5451711306399786,1.8342864172321378,21.39649968840237,1.7830416407001974,0.5396031699343815,2,1.010794614594454,0.010213234693958963,0.01026574763270937,-0.6173923010857725
down,True,2,1,0.9750712558961172,0.9750712558961172,1.0255660742260038,1.0238980574110355,0.9766597297083827,0.9784015931277118,1.0220751959358971,6.618121160701342,0.5515100967251119,0.7248914882007003,3,1.030981486024428,0.25657588220616234,0.2964885790923176,-0.0557559752586382
up,False,2,0,1.738487207741375,1.7925889507280885,0.5578523730126943,1.8724006373690365,0.5340737340300891,1.738487207741375,0.5752127456256579,11.189964188411095,0.9324970157009246,0.6481230102007638,3,1.023125264658701,0.6271913837992523,0.9866900843113129,0.5301533864026157
up,True,1,3,1.4630526690736025,1.4630526690736025,0.6835023927287559,1.7055796846129196,0.5863109235068952,1.5019547869532655,0.6657990031967026,5.640397806301838,0.47003315052515315,0.8822391802614905,2,1.0018949546054934,0.39698740933221505,0.5058172024268589,0.3786319606798487
down,False,2,4,0.501437863738635,0.5452699983583316,1.8339538265643518,0.501437863738635,1.9942650372354631,0.5132151262805625,1.9485006360730757,7.999513994686173,0.6666261662238477,0.500123859660243,0,0.937366849361907,0.0026204723923219622,0.0026239118400672116,-0.6255950215050475
up,False,4,1,1.97741112099642,1.97741112099642,0.5057117305459973,1.9809648846487877,0.5048045060007682,1.9790876507017732,0.5052833307536458,24.356946286250302,2.0297455238541917,0.7049656613702803,1,0.9535441099196171,0.643490595412932,1.03139465914736,0.7293580684678745
down,True,3,0,0.8862627118413371,0.8862627118413371,1.1283336042902645,0.9670345248404215,1.0340892432615252,0.897776900815764,1.1138624741752112,12.50199765431391,1.0418331378594925,0.508001656468098,0,0.9024052354036054,0.4268046599719262,0.5565287128098169,-0.018050261224076346
down,True,2,0,0.592956863055478,0.7011977640482763,1.4261311876219156,0.592956863055478,1.686463320193392,0.6014784576832782,1.6625699345105591,9.543382205421183,0.7952818504517652,0.46596295653837494,4,1.0833252744793405,0.21417056522916292,0.24101551421007872,-0.6026688949167421
up,False,0,4,1.2070129012391866,1.2070129012391866,0.8284915587673871,1.257119050670357,0.7954696092360954,1.3431405830024978,0.7445237026228254,2.427793121084547,0.20231609342371226,0.8935961201698712,0,0.914236494425728,0.259663157491974,0.30065000377422185,0.2778146251009423
